Run,Assay Type,AvgSpotLen,Bank,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Drug_concentration_ug/ml,Experiment,Generations,Genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SAMPLE_TYPE,SRA Study,Strain,TEST,Time,TREATMENT
SRR7686655,Tn-Seq,51,GP3,504610167,PRJNA485590,SAMN09810101,"Microbe\, viral or environmental",255873471,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547260,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP3_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP3_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686656,Tn-Seq,51,GP2,640645323,PRJNA485590,SAMN09810100,"Microbe\, viral or environmental",322448144,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547259,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686657,Tn-Seq,51,GP2,486673722,PRJNA485590,SAMN09810099,"Microbe\, viral or environmental",246644701,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547258,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP2_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP2_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686658,Tn-Seq,51,GP2,498939579,PRJNA485590,SAMN09810098,"Microbe\, viral or environmental",252373485,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547257,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP2_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP2_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686659,Tn-Seq,51,GP4,412754220,PRJNA485590,SAMN09810105,"Microbe\, viral or environmental",205301254,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547256,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686660,Tn-Seq,51,GP4,520282365,PRJNA485590,SAMN09810104,"Microbe\, viral or environmental",266352550,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547255,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP4_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP4_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686661,Tn-Seq,51,GP3,496191852,PRJNA485590,SAMN09810103,"Microbe\, viral or environmental",250000266,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547254,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686662,Tn-Seq,51,GP3,586671105,PRJNA485590,SAMN09810102,"Microbe\, viral or environmental",296980385,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",13-14,SRX4547253,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_13_CIP_BGP3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_13_CIP_BGP3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686663,Tn-Seq,51,GP5,315546690,PRJNA485590,SAMN09810107,"Microbe\, viral or environmental",172514334,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547252,0_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP5_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP5_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686664,Tn-Seq,51,GP4,344043603,PRJNA485590,SAMN09810106,"Microbe\, viral or environmental",172437190,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547251,7-8_generations_broth,gyrAparC,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_0_CIP_BGP4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_0_CIP_BGP4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686665,Tn-Seq,51,GPN5,386474634,PRJNA485590,SAMN09810179,"Microbe\, viral or environmental",170731636,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547250,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_0_CIP_BGPN5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_0_CIP_BGPN5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686666,Tn-Seq,51,GPN5,387707202,PRJNA485590,SAMN09810178,"Microbe\, viral or environmental",171303009,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",70,SRX4547249,7-8_generations_broth,GYRA_PARC_ADEN,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_PARC_ADEN_60_CIP_BGPN5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_PARC_ADEN_60_CIP_BGPN5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686667,Tn-Seq,51,FD3,526104219,PRJNA485590,SAMN09810016,"Microbe\, viral or environmental",241638903,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547248,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BFD3_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BFD3_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686668,Tn-Seq,51,FD4A,457177005,PRJNA485590,SAMN09810017,"Microbe\, viral or environmental",208724583,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547247,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BFD4A _T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BFD4A _T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686669,Tn-Seq,51,6,1088241213,PRJNA485590,SAMN09810008,"Microbe\, viral or environmental",486063612,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547246,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B6_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B6_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686670,Tn-Seq,51,FD1,498012807,PRJNA485590,SAMN09810009,"Microbe\, viral or environmental",229889900,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547245,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BFD1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BFD1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686671,Tn-Seq,51,FD1,515258355,PRJNA485590,SAMN09810010,"Microbe\, viral or environmental",237586599,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547244,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BFD1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BFD1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686672,Tn-Seq,51,FD1,642403650,PRJNA485590,SAMN09810011,"Microbe\, viral or environmental",300093467,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547243,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BFD1_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BFD1_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686673,Tn-Seq,51,FD1,636279111,PRJNA485590,SAMN09810012,"Microbe\, viral or environmental",294267119,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547242,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BFD1_T1_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BFD1_T1_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T1,CIP
SRR7686674,Tn-Seq,51,FD3,597625497,PRJNA485590,SAMN09810013,"Microbe\, viral or environmental",285799756,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.075,SRX4547241,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_075_CIP_BFD3_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_075_CIP_BFD3_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686675,Tn-Seq,51,FD3,559222242,PRJNA485590,SAMN09810014,"Microbe\, viral or environmental",265287969,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.09-0.10,SRX4547240,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_09_CIP_BFD3_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_09_CIP_BFD3_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686676,Tn-Seq,51,FD3,536505873,PRJNA485590,SAMN09810015,"Microbe\, viral or environmental",250771161,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547239,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_BFD3_T2_2,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_BFD3_T2_2,Broth Culture,SRP157243,ATCC 17978,TEST_2,T2,CIP
SRR7686677,Tn-Seq,51,G7,456802716,PRJNA485590,SAMN09810087,"Microbe\, viral or environmental",212736028,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547238,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG7_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG7_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686678,Tn-Seq,51,G7,522100413,PRJNA485590,SAMN09810086,"Microbe\, viral or environmental",245108727,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547237,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG7_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG7_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686679,Tn-Seq,51,G6,871981272,PRJNA485590,SAMN09810083,"Microbe\, viral or environmental",414935712,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547236,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG6_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG6_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686680,Tn-Seq,51,G5,505000521,PRJNA485590,SAMN09810082,"Microbe\, viral or environmental",235408974,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547235,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686681,Tn-Seq,51,G6,604475307,PRJNA485590,SAMN09810085,"Microbe\, viral or environmental",282179576,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547234,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686682,Tn-Seq,51,G6,494718564,PRJNA485590,SAMN09810084,"Microbe\, viral or environmental",228077738,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547233,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686683,Tn-Seq,51,G4,894137814,PRJNA485590,SAMN09810079,"Microbe\, viral or environmental",415026035,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547232,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686684,Tn-Seq,51,G4,551703618,PRJNA485590,SAMN09810078,"Microbe\, viral or environmental",259643295,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547231,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686685,Tn-Seq,51,G5,498807999,PRJNA485590,SAMN09810081,"Microbe\, viral or environmental",233254534,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1.1,SRX4547230,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_1_1_CIP_BG5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_1_1_CIP_BG5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686686,Tn-Seq,51,G5,586746075,PRJNA485590,SAMN09810080,"Microbe\, viral or environmental",274103200,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547229,0_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG5_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG5_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,CIP
SRR7686687,Tn-Seq,51,5,716598195,PRJNA485590,SAMN09810003,"Microbe\, viral or environmental",322552725,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547228,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686688,Tn-Seq,51,4,1058832471,PRJNA485590,SAMN09810002,"Microbe\, viral or environmental",478371147,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547227,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B4_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B4_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686689,Tn-Seq,51,5,764431860,PRJNA485590,SAMN09810005,"Microbe\, viral or environmental",340603263,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547226,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B5_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B5_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686690,Tn-Seq,51,5,999034053,PRJNA485590,SAMN09810004,"Microbe\, viral or environmental",451202651,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547225,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B5_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B5_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686691,Tn-Seq,51,3,537915054,PRJNA485590,SAMN09809999,"Microbe\, viral or environmental",247937657,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547224,0_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B3_T1_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B3_T1_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T1,NO
SRR7686692,Tn-Seq,51,3,566902536,PRJNA485590,SAMN09809998,"Microbe\, viral or environmental",258647774,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547223,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686693,Tn-Seq,51,4,1075195056,PRJNA485590,SAMN09810001,"Microbe\, viral or environmental",479547577,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547222,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686694,Tn-Seq,51,4,696334416,PRJNA485590,SAMN09810000,"Microbe\, viral or environmental",310087349,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547221,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B4_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B4_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686695,Tn-Seq,51,6,543567537,PRJNA485590,SAMN09810007,"Microbe\, viral or environmental",242981120,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547220,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_0_CIP_B6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_0_CIP_B6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,NO
SRR7686696,Tn-Seq,51,6,561677229,PRJNA485590,SAMN09810006,"Microbe\, viral or environmental",252660789,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0.05,SRX4547219,7-8_generations_broth,WT,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,WT_05_CIP_B6_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,WT_05_CIP_B6_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
SRR7686697,Tn-Seq,51,G3,724023846,PRJNA485590,SAMN09810076,"Microbe\, viral or environmental",337264112,TUFTS UNIVERSITY SCHOOL OF MEDICINE,2018,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",0,SRX4547218,7-8_generations_broth,gyrA,USA,North America,USA:Boston,Not Applicable,Illumina HiSeq 2500,GYRA_0_CIP_BG3_T2_1,SINGLE,PCR,METAGENOMIC,Acinetobacter baumannii,ILLUMINA,2018-08-11T00:00:00Z,GYRA_0_CIP_BG3_T2_1,Broth Culture,SRP157243,ATCC 17978,TEST-1,T2,CIP
